 Board : D:\pro.166\hm2.prime_h610m2-tf.100.230613948\hm2.prime_h610m2-tf.100.230613948-tr.brd
 Unit  : mil & mm
 Date  : Tue Jun 20 13:41:56 2023

---------------------------------------------------------------------------------------------------
                     TOP  LAYER  COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
PR1030    R_MBS_R0603_2.2OHM/2.2Ohm MBS_R0603            4885.00   8886.00   124.079   225.704 0   N
PR1031    R_MBS_R0402_DISCRETE_100KOHM/100KOhm MBS_R0402            5050.00   8836.00   128.270   224.434 180 N
PR1032    R_MBS_R0402__3.9OHM/3.9OHM MBS_R0402            4885.00   8686.00   124.079   220.624 0   N
PR1033    R_MBS_R0402_DISCRETE_6.8KOHM/6.8KOhm MBS_R0402            5050.00   8716.00   128.270   221.386 180 N
PR1034    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            4975.00   8716.00   126.365   221.386 180 N
PR1037    R_MBS_R0402_DISCRETE_22OHM/22Ohm MBS_R0402            5050.00   8756.00   128.270   222.402 180 N
PR1038    R_MBS_R0402_DISCRETE_1.1KOHM/1.1KOhm MBS_R0402            4975.00   8756.00   126.365   222.402 0   N
PR1039    R_MBS_R0402__1.74KOHM/1.74KOhm MBS_R0402            4795.00   8731.00   121.793   221.767 0   N
PR1040    R_MBS_R0402__62OHM/62Ohm MBS_R0402            4885.00   8756.00   124.079   222.402 0   N
PR1041    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5550.00   8966.00   140.970   227.736 90  N
PR1042    R_MBS_R0402_DISCRETE_18KOHM/18KOhm MBS_R0402            5640.00   8966.00   143.256   227.736 90  N
PR1043    R_MBS_R0402_DISCRETE_41.2KOHM/41.2KOhm MBS_R0402            5550.00   8896.00   140.970   225.958 270 N
PR1044    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5600.00   8896.00   142.240   225.958 90  N
PR1045    R_MBS_R0402_DISCRETE_100OHM/100Ohm MBS_R0402            5545.00   9086.00   140.843   230.784 270 N
PR1046    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5510.00   9086.00   139.954   230.784 90  N
PR1047    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5360.00   9156.00   136.144   232.562 90  N
PR1048    R_MBS_R0402_DISCRETE_100OHM/100Ohm MBS_R0402            5395.00   9156.00   137.033   232.562 270 N
PR1059    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5285.00   9011.00   134.239   228.879 270 N
PR1060    R_MBS_R0603_DISCRETE_9.09KOHM/9.09KOhm MBS_R0603            5203.00   9096.00   132.156   231.038 90  N
PR1061    R_MBS_R0402_100KOHM/100KOhm MBS_R0402            5245.00   9086.00   133.223   230.784 270 N
PR1062    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5205.00   9011.00   132.207   228.879 270 N
PR1063    R_MBS_R0603_DISCRETE_9.09KOHM/9.09KOhm MBS_R0603            4965.00   9081.00   126.111   230.657 180 N
PR1064    R_MBS_R0402_100KOHM/100KOhm MBS_R0402            5085.00   9086.00   129.159   230.784 90  N
PR1065    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5125.00   9011.00   130.175   228.879 270 N
PR1066    R_MBS_R0603_DISCRETE_9.09KOHM/9.09KOhm MBS_R0603            4885.00   8936.00   124.079   226.974 180 N
PR1067    R_MBS_R0402_100KOHM/100KOhm MBS_R0402            4975.00   8936.00   126.365   226.974 180 N
PR1068    R_MBS_R0402__51KOHM/51KOhm MBS_R0402            5050.00   8636.00   128.270   219.354 0   N
PR1069    R_MBS_R0402__51KOHM/51KOhm MBS_R0402            5040.00   8541.00   128.016   216.941 90  N
PR1070    R_MBS_R0402__140KOHM/140KOHM MBS_R0402            4885.00   8791.00   124.079   223.291 0   N
PR1071    R_MBS_R0402__5.6KOHM/5.6KOhm MBS_R0402            4885.00   8831.00   124.079   224.307 0   N
PR1072    R_MBS_R0402__22KOHM/22KOhm MBS_R0402            5050.00   8796.00   128.270   223.418 180 N
PR1073    R_MBS_R0402_DISCRETE_300OHM/300OHM MBS_R0402            4975.00   8796.00   126.365   223.418 180 N
PR1074    R_MBS_R0402_DISCRETE_28KOHM/28KOHM MBS_R0402            4885.00   8636.00   124.079   219.354 0   N
PR1075    R_MBS_R0402_DISCRETE_931OHM/931Ohm MBS_R0402            4975.00   8636.00   126.365   219.354 0   N
PR1076    R_MBS_R0402_DISCRETE_16.2KOHM/16.2KOhm MBS_R0402            5050.00   8676.00   128.270   220.370 180 N
PR1077    R_MBS_R0402_DISCRETE_590OHM/590OHM MBS_R0402            4975.00   8676.00   126.365   220.370 180 N
PR1078    R_MBS_R0402_DISCRETE_11.5KOHM/11.5KOHM MBS_R0402            5080.00   8436.00   129.032   214.274 90  N
PR1079    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5080.00   8541.00   129.032   216.941 90  N
PR1080    R_MBS_R0402_DISCRETE_2.2KOHM/2.2KOhm MBS_R0402            5030.00   8436.00   127.762   214.274 270 N
PR1081    R_MBS_R0402__47OHM/47OHM MBS_R0402            4975.00   8396.00   126.365   213.258 180 N
PR1082    R_MBS_R0402_DISCRETE_34.8KOHM/34.8kOhm MBS_R0402            4885.00   8601.00   124.079   218.465 0   N
PR1083    R_MBS_R0402_DISCRETE_402OHM/402Ohm MBS_R0402            4975.00   8601.00   126.365   218.465 0   N
PR1084    R_MBS_R0402_DISCRETE_4.32KOHM/4.32KOhm MBS_R0402            4975.00   8556.00   126.365   217.322 180 N
PR1085    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            4885.00   8556.00   124.079   217.322 180 N
PR1086    R_MBS_R0402_DISCRETE_7.87KOHM/7.87KOhm MBS_R0402            4890.00   8451.00   124.206   214.655 0   N
PR1087    R_MBS_R0402__100OHM/100Ohm MBS_R0402            4890.00   8491.00   124.206   215.671 0   N
PR1088    R_MBS_R0402_DISCRETE_7.32KOHM/7.32KOhm MBS_R0402            4975.00   8491.00   126.365   215.671 180 N
PR1089    R_MBS_R0402_DISCRETE_200OHM/200Ohm MBS_R0402            4975.00   8451.00   126.365   214.655 0   N
PR1090    R_MBS_R0402_DISCRETE_100OHM/100Ohm MBS_R0402            5330.00   8346.00   135.382   211.988 90  N
PR1091    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5370.00   8251.00   136.398   209.575 270 N
PR1092    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5325.00   8251.00   135.255   209.575 270 N
PR1093    R_MBS_R0402_DISCRETE_100OHM/100Ohm MBS_R0402            5290.00   8346.00   134.366   211.988 90  N
PR1094    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5370.00   8346.00   136.398   211.988 90  N
PR1095    R_MBS_R0402__5.6KOHM/5.6KOhm MBS_R0402            5387.00   8521.00   136.830   216.433 0   N
PR1096    R_MBS_R0402_DISCRETE_1.65KOHM/1.65KOhm MBS_R0402            5385.00   8456.00   136.779   214.782 180 N
PR1097    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5405.00   8346.00   137.287   211.988 270 N
PR1099    R_MBS_R0402_DISCRETE_69.8KOHM/69.8KOhm MBS_R0402            5120.00   8541.00   130.048   216.941 270 N
PR1100    R_MBS_R0805_DISCRETE_2.2OHM/2.2OHM MBS_R0805            2280.00   8046.00    57.912   204.368 270 N
PR1101    R_MBS_R0603_0OHM/0Ohm    MBS_R0603            2380.00   8121.00    60.452   206.273 90  N
PR1102    R_MBS_R0603_1OHM/1Ohm    MBS_R0603            2410.00   7791.00    61.214   197.891 270 N
PR1104    R_MBS_R0603_DISCRETE_2.2OHM/2.2Ohm MBS_R0603            2155.00   6861.00    54.737   174.269 180 N
PR1107    R_MBS_R0402_49.9OHM/49.9Ohm MBS_R0402            2357.00   8037.00    59.868   204.140 270 N
PR1110    R_MBS_R1206_1OHM/1Ohm    MBS_R1206            2240.00   6221.00    56.896   158.013 0   N
PR1113    R_MBS_R0603_0OHM/0Ohm    MBS_R0603            3965.00   9031.00   100.711   229.387 0   N
PR1115    R_MBS_R0603_1OHM/1Ohm    MBS_R0603            3660.00   8911.00    92.964   226.339 0   N
PR1116    R_MBS_R0603_DISCRETE_2.2OHM/2.2Ohm MBS_R0603            3540.00   8911.00    89.916   226.339 180 N
PR1119    R_MBS_R0805_DISCRETE_2.2OHM/2.2OHM MBS_R0805            3850.00   9031.00    97.790   229.387 180 N
PR1120    R_MBS_R0402_49.9OHM/49.9Ohm MBS_R0402            3850.00   8961.00    97.790   227.609 180 N
PR1122    R_MBS_R1206_1OHM/1Ohm    MBS_R1206            3095.00   8801.00    78.613   223.545 270 N
PR1125    R_MBS_R0603_1OHM/1Ohm    MBS_R0603            2600.00   7531.00    66.040   191.287 270 N
PR1126    R_MBS_R0603_0OHM/0Ohm    MBS_R0603            2475.00   7961.00    62.865   202.209 90  N
PR1129    R_MBS_R0603_DISCRETE_2.2OHM/2.2Ohm MBS_R0603            2180.00   7611.00    55.372   193.319 270 N
PR1131    R_MBS_R0805_DISCRETE_2.2OHM/2.2OHM MBS_R0805            2479.00   7793.00    62.967   197.942 270 N
PR1132    R_MBS_R0402_49.9OHM/49.9Ohm MBS_R0402            2533.00   7791.00    64.338   197.891 270 N
PR1134    R_MBS_R1206_1OHM/1Ohm    MBS_R1206            2240.00   6951.00    56.896   176.555 0   N
PR1150    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5260.00   8541.00   133.604   216.941 270 N
PR1151    R_MBS_R0402_DISCRETE_330KOHM/330KOHM MBS_R0402            5165.00   8251.00   131.191   209.575 90  N
PR1152    R_MBS_R0402_DISCRETE_13.3KOHM/13.3KOhm MBS_R0402            5200.00   8251.00   132.080   209.575 270 N
PR1153    R_MBS_R0402_DISCRETE_3.65KOHM/3.65KOhm MBS_R0402            5235.00   8346.00   132.969   211.988 270 N
PR1154    R_MBS_R0402_DISCRETE_3.65KOHM/3.65KOhm MBS_R0402            5235.00   8251.00   132.969   209.575 270 N
PR1155    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5440.00   8541.00   138.176   216.941 270 N
PR1156    R_MBS_R0402_DISCRETE_5.9KOHM/5.9KOhm MBS_R0402            5455.00   8346.00   138.557   211.988 270 N
PR1157    R_MBS_R0402_DISCRETE_22.6KOHM/22.6KOhm MBS_R0402            5525.00   8346.00   140.335   211.988 270 N
PR1158    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5525.00   8251.00   140.335   209.575 270 N
PR1159    R_MBS_R0402_DISCRETE_6.04KOHM/6.04KOhm MBS_R0402            5490.00   8346.00   139.446   211.988 270 N
PR1161    R_MBS_R0603__10KOHM/10KOhm MBS_R0603            1735.00   9010.00    44.069   228.854 180 N
PR1162    R_MBS_R0402_DISCRETE_2.55KOHM/2.55KOHM MBS_R0402            1735.00   9055.00    44.069   229.997 0   N
PR1163    R_MBS_R0402_DISCRETE_0OHM/0Ohm MBS_R0402            1735.00   8965.00    44.069   227.711 0   N
PR1164    R_MBS_R0603__10KOHM/10KOhm MBS_R0603            1735.00   9175.00    44.069   233.045 180 N
PR1165    R_MBS_R0603_1KOHM/1KOhm  MBS_R0603            1735.00   9275.00    44.069   235.585 180 N
PR1166    R_MBS_R0402_DISCRETE_10KOHM/10KOhm MBS_R0402            2135.00   9025.00    54.229   229.235 180 N
PR1167    R_MBS_R0402_DISCRETE_1MOHM/1MOHM MBS_R0402            2135.00   9070.00    54.229   230.378 180 N
PR1171    R_MBS_R0402__976OHM/976OHM MBS_R0402            5120.00   8436.00   130.048   214.274 270 N
PR1204    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2880.00   4573.00    73.152   116.154 180 N
PR1206    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2310.00   3965.00    58.674   100.711 0   N
PR1300    R_MBS_R0805_DISCRETE_2.2OHM/2.2OHM MBS_R0805            4785.00   9191.00   121.539   233.451 270 N
PR1303    R_MBS_R0603_0OHM/0Ohm    MBS_R0603            4675.00   9146.00   118.745   232.308 180 N
PR1304    R_MBS_R0603_DISCRETE_2.2OHM/2.2Ohm MBS_R0603            4520.00   8941.00   114.808   227.101 180 N
PR1305    R_MBS_R0603_1OHM/1Ohm    MBS_R0603            4630.00   8941.00   117.602   227.101 0   N
PR1306    R_MBS_R0402_49.9OHM/49.9Ohm MBS_R0402            4800.00   9056.00   121.920   230.022 180 N
PR1307    R_MBS_R1206_1OHM/1Ohm    MBS_R1206            3925.00   8796.00    99.695   223.418 270 N
PR1501    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2180.00   5276.00    55.372   134.010 180 N
PR1502    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2180.00   5241.00    55.372   133.121 180 N
PR1503    R_MBS_R0402_100OHM/100Ohm MBS_R0402            2595.00   5211.00    65.913   132.359 0   N
PR1504    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2595.00   5176.00    65.913   131.470 0   N
PR1507    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2595.00   5246.00    65.913   133.248 0   N
PR1508    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            2180.00   5136.00    55.372   130.454 180 N
PR1509    R_MBS_R0402_100OHM/100Ohm MBS_R0402            2595.00   5281.00    65.913   134.137 0   N
PR1510    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2180.00   5311.00    55.372   134.899 0   N
PR1511    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2180.00   5206.00    55.372   132.232 0   N
PR1513    R_MBS_R0603__2.2OHM/2.2Ohm MBS_R0603            2270.00   5331.00    57.658   135.407 180 N
PR1514    R_MBS_R0402__240KOHM/240KOhm MBS_R0402            2345.00   5096.00    59.563   129.438 90  N
PR1515    R_MBS_R0402__100KOHM/100KOhm MBS_R0402            2595.00   5316.00    65.913   135.026 180 N
PR1516    R_MBS_R0402__100KOHM/100KOhm MBS_R0402            2595.00   5351.00    65.913   135.915 180 N
PR1517    R_MBS_R0603__2.2OHM/2.2Ohm MBS_R0603            2240.00   5096.00    56.896   129.438 90  N
PR1518    R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            2575.00   5006.00    65.405   127.152 90  N
PR1519    R_MBS_R0402_DISCRETE_2.7KOHM/2.7KOHM MBS_R0402            2535.00   5006.00    64.389   127.152 270 N
PR1520    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7420.00   3409.00   188.468    86.589 180 N
PR1521    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            2455.00   5006.00    62.357   127.152 270 N
PR1522    R_MBS_R0402_DISCRETE_5.76KOHM/5.76KOhm MBS_R0402            2575.00   5096.00    65.405   129.438 90  N
PR1524    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2455.00   5096.00    62.357   129.438 270 N
PR1525    R_MBS_R0603_1OHM/1Ohm    MBS_R0603            2480.00   5376.00    62.992   136.550 270 N
PR1526    R_MBS_R0603_DISCRETE_2.2OHM/2.2Ohm MBS_R0603            2150.00   6136.00    54.610   155.854 0   N
PR1527    R_MBS_R1206_1OHM/1Ohm    MBS_R1206            2240.00   5486.00    56.896   139.344 0   N
PR1528    R_MBS_R0402_DISCRETE_100KOHM/100KOhm MBS_R0402            2270.00   5241.00    57.658   133.121 180 N
PR1529    R_MBS_R0402_DISCRETE_100KOHM/100KOhm MBS_R0402            2270.00   5281.00    57.658   134.137 180 N
PR1530    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2180.00   5171.00    55.372   131.343 180 N
PR1532    R_MBS_R0402__100OHM/100Ohm MBS_R0402            2280.00   5006.00    57.912   127.152 90  N
PR1533    R_MBS_R0402_DISCRETE_24KOHM/24KOhm MBS_R0402            2315.00   5006.00    58.801   127.152 270 N
PR1534    R_MBS_R0402__5.6KOHM/5.6KOhm MBS_R0402            2350.00   5006.00    59.690   127.152 270 N
PR1535    R_MBS_R0402__4.99KOHM/4.99KOhm MBS_R0402            2385.00   5006.00    60.579   127.152 270 N
PR1537    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2615.00   5006.00    66.421   127.152 270 N
PR1538    R_MBS_R0402_DISCRETE_732OHM/732Ohm MBS_R0402            2770.00   5261.00    70.358   133.629 180 N
PR1549    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7985.00   3465.00   202.819    88.011 270 N
PR1552    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7505.00   3350.00   190.627    85.090 0   N
PR1553    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7410.00   3350.00   188.214    85.090 180 N
PR1558    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            7428.00   3480.00   188.671    88.392 180 N
PR1559    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7910.00   3465.00   200.914    88.011 270 N
PR1560    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8344.00   3445.00   211.938    87.503 0   N
PR1561    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8344.00   3485.00   211.938    88.519 0   N
PR1567    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            7505.00   3445.00   190.627    87.503 180 N
PR1600    R_MBS_R0603__100KOHM/100KOhm MBS_R0603            3805.00   4160.00    96.647   105.664 270 N
PR1601    R_MBS_R0603__100KOHM/100KOhm MBS_R0603            3850.00   4305.00    97.790   109.347 270 N
PR1602    R_MBS_R0603__100KOHM/100KOhm MBS_R0603            3855.00   4160.00    97.917   105.664 270 N
PR1603    R_MBS_R0603__100KOHM/100KOhm MBS_R0603            4080.00   4305.00   103.632   109.347 270 N
PR1604    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            4095.00   4485.00   104.013   113.919 180 N
PR1605    R_MBS_R0603__100KOHM/100KOhm MBS_R0603            3760.00   4050.00    95.504   102.870 270 N
PR1606    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            3815.00   4050.00    96.901   102.870 270 N
PR1607    R_MBS_R0603_DISCRETE_200KOHM/200KOHM MBS_R0603            4550.00   3950.00   115.570   100.330 0   N
PR1608    R_MBS_R0603_4.7OHM/4.7Ohm MBS_R0603            4265.00   4150.00   108.331   105.410 0   N
PR1609    R_MBS_R0603_2.2OHM/2.2Ohm MBS_R0603            4550.00   4000.00   115.570   101.600 180 N
PR1610    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            3855.00   4050.00    97.917   102.870 270 N
PR1611    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            3900.00   4305.00    99.060   109.347 270 N
PR1612    R_MBS_R0402_DISCRETE_1MOHM/1MOHM MBS_R0402            4220.00   4246.00   107.188   107.848 0   N
PR1613    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4230.00   4030.00   107.442   102.362 180 N
PR1614    R_MBS_R0402__6.65KOHM/6.65KOhm MBS_R0402            4230.00   4065.00   107.442   103.251 180 N
PR1615    R_MBS_R0402__1KOHM/1KOhm MBS_R0402            4155.00   4065.00   105.537   103.251 180 N
PR1616    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            4155.00   4030.00   105.537   102.362 180 N
PR1617    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            4550.00   4145.00   115.570   105.283 180 N
PR1618    R_MBS_R0402_DISCRETE_10OHM/10Ohm MBS_R0402            4155.00   4225.00   105.537   107.315 180 N
PR1619    R_MBS_R0402__18KOHM/18KOhm MBS_R0402            2595.00   4510.00    65.913   114.554 0   N
PR1620    R_MBS_R0603__40.2KOHM/40.2KOhm MBS_R0603            2475.00   4725.00    62.865   120.015 180 N
PR1621    R_MBS_R0402_499OHM/499Ohm MBS_R0402            4155.00   4150.00   105.537   105.410 180 N
PR1622    R_MBS_R0402__100KOHM/100KOhm MBS_R0402            4640.00   4045.00   117.856   102.743 180 N
PR1623    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            3760.00   4525.00    95.504   114.935 180 N
PR1624    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4155.00   3925.00   105.537    99.695 0   N
PR1625    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4300.00   3925.00   109.220    99.695 180 N
PR1626    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4230.00   3925.00   107.442    99.695 180 N
PR1627    R_MBS_R0603_0OHM/0Ohm    MBS_R0603            4550.00   4100.00   115.570   104.140 180 N
PR1628    R_MBS_R0402__100KOHM/100KOhm MBS_R0402            4550.00   4045.00   115.570   102.743 180 N
PR1700    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            5965.00   3975.00   151.511   100.965 90  N
PR1701    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            6040.00   3975.00   153.416   100.965 90  N
PR1702    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5870.00   3975.00   149.098   100.965 270 N
PR1703    R_MBS_R0402_DISCRETE_200KOHM/200KOHM MBS_R0402            4720.00   4440.00   119.888   112.776 0   N
PR1704    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            6075.00   3975.00   154.305   100.965 270 N
PR1705    R_MBS_R0402__1KOHM/1KOhm MBS_R0402            4720.00   4545.00   119.888   115.443 0   N
PR1706    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            2610.00   3850.00    66.294    97.790 180 N
PR1707    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2370.00   3850.00    60.198    97.790 180 N
PR1708    R_MBS_R0603__100KOHM/100KOhm MBS_R0603            2310.00   4010.00    58.674   101.854 180 N
PR1709    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            2520.00   3815.00    64.008    96.901 0   N
PR1710    R_MBS_R0805_0OHM/0Ohm    MBS_R0805            4840.00   4275.00   122.936   108.585 0   N
PR1711    R_MBS_R0805_0OHM/0Ohm    MBS_R0805            5375.00   4275.00   136.525   108.585 180 N
PR1713    R_MBS_R0402__15KOHM/15KOhm MBS_R0402            4720.00   4510.00   119.888   114.554 180 N
PR1714    R_MBS_R0402__12.7KOHM/12.7KOHM MBS_R0402            4840.00   4465.00   122.936   113.411 180 N
PR1715    R_MBS_R0603_DISCRETE_0OHM/0Ohm MBS_R0603            4840.00   4335.00   122.936   110.109 0   N
PR1716    R_MBS_R0603_DISCRETE_0OHM/0Ohm MBS_R0603            4840.00   4383.00   122.936   111.328 0   N
PR1718    R_MBS_R0402__1KOHM/1KOhm MBS_R0402            5332.00   4435.00   135.433   112.649 90  N
PR1719    R_MBS_R0402__22KOHM/22KOhm MBS_R0402            5297.00   4435.00   134.544   112.649 270 N
PR1720    R_MBS_R0402_DISCRETE_45.3KOHM/45.3KOhm MBS_R0402            5155.00   4590.00   130.937   116.586 180 N
PR1723    R_MBS_R0402__0OHM/0Ohm   MBS_R0402            5385.00   4390.00   136.779   111.506 0   N
PR1724    3MMO_S_MBS_1MM_OPEN_5MIL_FLASHI/1MM_OPEN_5MIL MBS_1MM_OPEN_5MIL_FLASHING   5060.00   4620.00   128.524   117.348 90  N
PR1725    R_MBS_R0402__270KOHM/270KOhm MBS_R0402            5262.00   4435.00   133.655   112.649 270 N
PR1726    R_MBS_R0402_DISCRETE_127KOHM/127KOhm MBS_R0402            4720.00   4475.00   119.888   113.665 180 N
PR2000    R_MBS_R0805_DISCRETE_2.2OHM/2.2OHM MBS_R0805            8625.00   9270.00   219.075   235.458 0   N
PR2001    R_MBS_R0603__2.2OHM/2.2Ohm MBS_R0603            9070.00   8420.00   230.378   213.868 180 N
PR2003    R_MBS_R0603_1OHM/1Ohm    MBS_R0603            8625.00   9105.00   219.075   231.267 0   N
PR2004    R_S_R0805_H24_DISCRETE_51OHM/51Ohm S_R0805_H24          8670.00   5660.00   220.218   143.764 180 N
PR2005    R_MBS_R0603__40.2KOHM/40.2KOhm MBS_R0603            8670.00   5355.00   220.218   136.017 180 N
PR2006    R_MBS_R1206_1OHM/1Ohm    MBS_R1206            9000.00   8205.00   228.600   208.407 90  N
PR2007    R_MBS_R0603__10KOHM/10KOhm MBS_R0603            8625.00   9213.00   219.075   234.010 180 N
PR2008    R_MBS_R0402_DISCRETE_255OHM/255Ohm MBS_R0402            8195.00   9100.00   208.153   231.140 0   N
PR2009    R_MBS_R0402_499OHM/499Ohm MBS_R0402            8195.00   9245.00   208.153   234.823 180 N
PR2010    R_MBS_R0402_DISCRETE_32.4KOHM/32.4KOhm MBS_R0402            8195.00   9170.00   208.153   232.918 0   N
PR2011    R_MBS_R0402_DISCRETE_976OHM/976OHM MBS_R0402            8390.00   9260.00   213.106   235.204 180 N
PR2012    R_MBS_R0402_DISCRETE_10OHM/10Ohm MBS_R0402            8195.00   9210.00   208.153   233.934 180 N
PR2013    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8315.00   9260.00   211.201   235.204 0   N
PR2100    R_MBS_R0603_10OHM/10Ohm  MBS_R0603            8735.00   5720.00   221.869   145.288 0   N
PR2101    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8650.00   5735.00   219.710   145.669 180 N
PR2102    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            8830.00   5970.00   224.282   151.638 180 N
PR2103    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            8830.00   5900.00   224.282   149.860 180 N
PR2204    R_MBS_R0402_DISCRETE_47KOHM/47KOhm MBS_R0402            8628.00   4402.00   219.151   111.811 90  N
PR2206    R_MBS_R0402_DISCRETE_21KOHM/21KOHM MBS_R0402            8644.00   4349.00   219.558   110.465 0   N
PR2209    R_MBS_R0603_8.2KOHM/8.2KOhm MBS_R0603            8670.00   4755.00   220.218   120.777 0   N
PR2210    R_MBS_R0402__100KOHM/100KOhm MBS_R0402            8670.00   4980.00   220.218   126.492 180 N
PR2212    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8650.00   4159.00   219.710   105.639 0   N
PR2214    R_MBS_R0402__18KOHM/18KOhm MBS_R0402            8660.00   4530.00   219.964   115.062 0   N
PR2215    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            8650.00   4205.00   219.710   106.807 0   N
PR2226    R_MBS_R0603_8.2KOHM/8.2KOhm MBS_R0603            7940.00   9150.00   201.676   232.410 180 N
PR2228    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            8732.00   4420.00   221.793   112.268 180 N
PR2229    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            8065.00   9235.00   204.851   234.569 180 N
PR2230    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            8732.00   4455.00   221.793   113.157 180 N
PR2231    R_MBS_R0402_10KOHM/10KOhm MBS_R0402            8730.00   4490.00   221.742   114.046 0   N
