 Board : D:\pro.166\hm2.prime_h610m2-tf.100.230613948\hm2.prime_h610m2-tf.100.230613948-tr.brd
 Unit  : mil & mm
 Date  : Tue Jun 20 13:41:56 2023

---------------------------------------------------------------------------------------------------
                     TOP  LAYER  COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
PCB1055   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4834.89   5906.00   122.806   150.012 90  N
PCB1300   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4536.89   6735.00   115.237   171.069 270 N
PCB1301   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4584.89   6735.00   116.456   171.069 270 N
PCB1302   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4634.89   6735.00   117.726   171.069 270 N
PCB1303   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4684.89   6735.00   118.996   171.069 270 N
PCB1304   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4734.89   6735.00   120.266   171.069 270 N
PCB1305   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4784.89   6735.00   121.536   171.069 270 N
PCB1306   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4833.89   6735.00   122.781   171.069 270 N
PCB1500   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4455.00   6106.00   113.157   155.092 270 N
PCB1501   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4400.00   6106.00   111.760   155.092 270 N
PCB1502   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4449.89   6006.00   113.027   152.552 270 N
PCB1503   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4399.89   6006.00   111.757   152.552 270 N
PCB1504   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4515.00   6210.00   114.681   157.734 90  N
PCB1505   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4502.89   6106.00   114.373   155.092 270 N
PCB1506   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4502.00   6006.00   114.351   152.552 270 N
PCB1600   C_MBS_C0402__1UF/6.3V/1UF/6.3V MBS_C0402            4460.00   5905.00   113.284   149.987 90  N
PCB1601   C_MBS_C0402__1UF/6.3V/1UF/6.3V MBS_C0402            4595.00   5905.00   116.713   149.987 90  N
PCB1602   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4550.00   5906.00   115.570   150.012 90  N
PCB1603   C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            4502.00   5906.00   114.351   150.012 90  N
PCB1700   C_MBS_C0402__1UF/6.3V/1UF/6.3V MBS_C0402            4840.00   4510.00   122.936   114.554 180 N
PCB1701   C_MBS_C0402__1UF/6.3V/1UF/6.3V MBS_C0402            4840.00   4545.00   122.936   115.443 180 N
PCE1001   CAP_MBS_CPL_270U16V_8X13_LFH_MS/270UF/16V MBS_CPL_270U16V_8X13_LFH_MS   1980.00   7826.00    50.292   198.780 270 N
PCE1002   CAP_MBS_CPL_270U16V_8X13_LFH_MS/270UF/16V MBS_CPL_270U16V_8X13_LFH_MS   1980.00   7096.00    50.292   180.238 270 N
PCE1101   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   4035.00   7951.00   102.489   201.955 270 N
PCE1102   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3760.00   7951.00    95.504   201.955 270 N
PCE1103   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3485.00   7951.00    88.519   201.955 270 N
PCE1104   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   7116.00    77.343   180.746 270 N
PCE1105   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   6841.00    77.343   173.761 270 N
PCE1106   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   6566.00    77.343   166.776 270 N
PCE1107   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   6291.00    77.343   159.791 270 N
PCE1108   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   6016.00    77.343   152.806 270 N
PCE1300   CAP_MBS_CPL_270U16V_8X13_LFH_MS/270UF/16V MBS_CPL_270U16V_8X13_LFH_MS   4055.00   9221.00   102.997   234.213 270 N
PCE1312   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   4590.00   7951.00   116.586   201.955 270 N
PCE1313   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   4870.00   7951.00   123.698   201.955 270 N
PCE1314   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   4310.00   7951.00   109.474   201.955 270 N
PCE1500   CAP_MBS_CPL_270U16V_8X13_LFH_MS/270UF/16V MBS_CPL_270U16V_8X13_LFH_MS   1980.00   6367.01    50.292   161.722 270 N
PCE1511   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   5466.00    77.343   138.836 270 N
PCE1512   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   3045.00   5741.00    77.343   145.821 270 N
PCE1513   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   2770.00   5466.00    70.358   138.836 270 N
PCE2001   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   8775.00   8934.00   222.885   226.924 270 N
PCE2011   CAP_MBS_CPL_560U4V_6D3X9_LFH_MS/560UF/4V MBS_CPL_560U4V_6D3X9_LFH_MS   8775.00   7265.00   222.885   184.531 270 N
PCE2012   CAP_MBS_CPL_560U4V_6D3X9_LFH_MS/560UF/4V MBS_CPL_560U4V_6D3X9_LFH_MS   6330.00   6695.00   160.782   170.053 270 N
PCE2013   CAP_MBS_CPL_560U4V_6D3X9_LFH_MS/560UF/4V MBS_CPL_560U4V_6D3X9_LFH_MS   6330.00   6200.00   160.782   157.480 270 N
PCE2014   CAP_MBS_CPL_560U4V_6D3X9_LFH_MS/560UF/4V MBS_CPL_560U4V_6D3X9_LFH_MS   8775.00   6990.00   222.885   177.546 270 N
PCE3001   CAP_MBS_CPL_5606D3_6D3X9LFH_M_1/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   8775.00   2865.00   222.885    72.771 270 N
PCE3011   CAP_MBS_CPL_560U4V_6D3X9_LFH_MS/560UF/4V MBS_CPL_560U4V_6D3X9_LFH_MS   8775.00   1870.00   222.885    47.498 270 N
PCE3012   CAP_MBS_CPL_560U4V_6D3X9_LFH_MS/560UF/4V MBS_CPL_560U4V_6D3X9_LFH_MS   8775.00   2145.00   222.885    54.483 270 N
PCI       SLOT_120P_5V_PCI_S_SLOT_PCI_120/SLOT_120P S_SLOT_PCI_120P_2HOD_FX_LF3   4100.00    812.00   104.140    20.625 0   N
PCIEX16(G3)_1 PCI_EXPRESS_X1_39P_2PTH_S_PCI_E/PCI_EXPRESS_X1_39P S_PCI_EXP_39P_2HD_LF3   3687.96   2412.00    93.674    61.265 0   N
PCIEX16(G3)_2 PCI_EXPRESS_X1_39P_2PTH_S_PCI_E/PCI_EXPRESS_X1_39P S_PCI_EXP_39P_2HD_LF3   3687.96   1612.00    93.674    40.945 0   N
PCIEX16(G4) PCI_EXPRESS_X16_SLOT_2PTH_S_PCI/SLOT_PCI_EXP_164P S_PCI_EXP_164P_2HD_FXCN_LF3   3687.96   3212.00    93.674    81.585 0   N
PD1000    DUAL_DIODE_3ANODE_MBS_SOT323_BA/BAW56W MBS_SOT323           2020.00   9235.00    51.308   234.569 180 N
PD1003    BAT54AW_MBS_SOT323_BAT54AW/BAT54AW MBS_SOT323           2940.00   4470.00    74.676   113.538 270 N
PD1101    DUAL_DIODE_3CATHODE_MBS_SOT32_1/BAT54CW MBS_SOT323           2470.00   8116.00    62.738   206.146 0   N
PD1102    DUAL_DIODE_3CATHODE_MBS_SOT32_1/BAT54CW MBS_SOT323           3955.00   8956.00   100.457   227.482 0   N
PD1103    DUAL_DIODE_3CATHODE_MBS_SOT32_1/BAT54CW MBS_SOT323           2565.00   7961.00    65.151   202.209 0   N
PD1301    DUAL_DIODE_3CATHODE_MBS_SOT32_1/BAT54CW MBS_SOT323           4685.00   9221.00   118.999   234.213 180 N
PD2000    DUAL_DIODE_3CATHODE_MBS_SOT32_2/BAT54CW MBS_SOT323           8760.00   9270.00   222.504   235.458 0   N
PD4000    DIODE_MBS_SMA__SX34/SX34 MBS_SMA              8990.00   6160.00   228.346   156.464 0   N
PD4500    BAT54AW_MBS_SOT323_BAT54AW/BAT54AW MBS_SOT323           8550.00   9385.00   217.170   238.379 270 N
PD4506    DIODE_MBS_SMA__SX34/SX34 MBS_SMA              9300.00   8375.00   236.220   212.725 0   N
PD4600    BAT54AW_MBS_SOT323_BAT54AW/BAT54AW MBS_SOT323           7444.00   9165.00   189.078   232.791 270 N
PJP1600   SHORT_PIN_RECTANGLE_MBS_PWR_FB_/PWR_FB_SHORTPIN MBS_PWR_FB_SHORTPIN   4278.00   4590.00   108.661   116.586 0   N
PJP1700   SHORT_PIN_RECTANGLE_MBS_PWR_FB_/PWR_FB_SHORTPIN MBS_PWR_FB_SHORTPIN   4855.00   4656.00   123.317   118.262 270 N
PJP1701   SHORT_PIN_RECTANGLE_MBS_PWR_FB_/PWR_FB_SHORTPIN MBS_PWR_FB_SHORTPIN   4950.00   4650.00   125.730   118.110 180 N
PJP2100   SHORT_PIN_RECTANGLE_MBS_PWR_FB_/PWR_FB_SHORTPIN MBS_PWR_FB_SHORTPIN   8678.00   6115.00   220.421   155.321 180 N
PJP2201   SHORT_PIN_RECTANGLE_MBS_PWR_FB_/PWR_FB_SHORTPIN MBS_PWR_FB_SHORTPIN   8630.00   3715.00   219.202    94.361 90  N
PJP3101   SHORT_PIN_RECTANGLE_MBS_PWR_FB_/PWR_FB_SHORTPIN MBS_PWR_FB_SHORTPIN   7920.00    526.00   201.168    13.360 270 N
PL1011    INDUCTOR_S_INDUCTORD_2P_S449_CH/0.68UH S_INDUCTORD_2P_S449_CHI_LF3   2672.37   6473.00    67.878   164.414 270 N
PL1021    INDUCTOR_S_INDUCTORD_2P_S449_CH/0.68UH S_INDUCTORD_2P_S449_CHI_LF3   3580.00   8331.00    90.932   211.607 270 N
PL1031    INDUCTOR_S_INDUCTORD_2P_S449_CH/0.68UH S_INDUCTORD_2P_S449_CHI_LF3   2672.37   7103.00    67.878   180.416 270 N
PL1311    INDUCTOR_S_INDUCTORD_2P_S449_CH/0.68UH S_INDUCTORD_2P_S449_CHI_LF3   4295.00   8326.00   109.093   211.480 270 N
PL1501    INDUCTOR_S_INDUCTORD_2P_S449_CH/0.68UH S_INDUCTORD_2P_S449_CHI_LF3   2672.37   5843.00    67.878   148.412 270 N
PL1601    BEAD_MBS_L_D_2P_394_236X138_LF3/JA-300P05003 MBS_L_D_2P_394_236X138_LF3   4035.00   3990.00   102.489   101.346 270 N
PL1611    INDUCTOR_S_INDUCTOR_2P_S260_CYN/1UH S_INDUCTOR_2P_S260_CYN_H118   4395.00   4385.00   111.633   111.379 90  N
PL2001    INDUCTOR_S_INDUCTOR_2P_S323_LF3/0.2UH S_INDUCTOR_2P_S323_LF3   9330.00   8865.00   236.982   225.171 270 N
PL2011    INDUCTOR_S_INDUCTORD_2P_S449__1/1.2UH S_INDUCTORD_2P_S449_CHI_LF3   8895.00   7640.00   225.933   194.056 270 N
PL2201    BEAD_MBS_L_D_2P_394_236X138_LF3/JA-300P05003 MBS_L_D_2P_394_236X138_LF3   8820.00   4715.00   224.028   119.761 270 N
PL2211    INDUCTOR_S_INDUCTOR_2P_274X260_/2.2UH S_INDUCTOR_2P_274X260   8774.00   3962.00   222.860   100.635 270 N
PL3001    BEAD_MBS_L_D_2P_394_236X138_LF3/JA-300P05003 MBS_L_D_2P_394_236X138_LF3   8805.00   3085.00   223.647    78.359 0   N
PL3011    INDUCTOR_S_INDUCTOR_2P_274X26_1/1UH S_INDUCTOR_2P_274X260   9085.00   2150.00   230.759    54.610 180 N
PL3101    BEAD_MBS_L_D_2P_394_236X138_LF3/JA-300P05003 MBS_L_D_2P_394_236X138_LF3   8820.00    422.00   224.028    10.719 180 N
PL3111    INDUCTOR_S_INDUCTOR_2P_274X260_/2.2UH S_INDUCTOR_2P_274X260   8115.00    460.00   206.121    11.684 180 N
PQ1004    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            1880.00   9235.00    47.752   234.569 180 N
PQ1011    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2021.37   6728.00    51.343   170.891 90  N
PQ1012    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2320.37   6713.00    58.937   170.510 180 N
PQ1014    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2320.37   6398.00    58.937   162.509 0   N
PQ1021    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   3375.00   9031.00    85.725   229.387 0   N
PQ1022    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   3275.00   8701.00    83.185   221.005 270 N
PQ1024    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   3620.00   8701.00    91.948   221.005 90  N
PQ1031    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2021.37   7458.00    51.343   189.433 90  N
PQ1032    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2320.37   7128.00    58.937   181.051 0   N
PQ1034    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2320.37   7443.00    58.937   189.052 180 N
PQ1311    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   4355.00   9031.00   110.617   229.387 0   N
PQ1312    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   4105.00   8716.00   104.267   221.386 270 N
PQ1314    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   4420.00   8716.00   112.268   221.386 90  N
PQ1511    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2021.37   5998.00    51.343   152.349 90  N
PQ1512    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2320.00   5981.00    58.928   151.917 180 N
PQ1513    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2020.00   5706.00    51.308   144.932 90  N
PQ1514    PH8230E_S_POWPAK_5P_203X242_C_1/SIRA12DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   2320.00   5666.00    58.928   143.916 0   N
PQ1600    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            3760.00   4285.00    95.504   108.839 270 N
PQ1601    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            3760.00   4430.00    95.504   112.522 270 N
PQ1602    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            4160.00   4430.00   105.664   112.522 270 N
PQ1603    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            4160.00   4580.00   105.664   116.332 270 N
PQ1605    NPN_SOT23_MBS_SOT23_DISCRETE_PM/PMBS3904 MBS_SOT23            3890.00   4430.00    98.806   112.522 270 N
PQ1606    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            4020.00   4430.00   102.108   112.522 270 N
PQ1607    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            2695.00   4480.00    68.453   113.792 270 N
PQ1608    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            2595.00   4740.00    65.913   120.396 270 N
PQ1700    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            5890.00   4075.00   149.606   103.505 0   N
PQ1701    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            6045.00   4075.00   153.543   103.505 0   N
PQ1702    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            2560.00   3965.00    65.024   100.711 270 N
PQ1703    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            2430.00   3965.00    61.722   100.711 270 N
PQ1704    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            5745.00   4075.00   145.923   103.505 0   N
PQ2011    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   8785.00   8645.00   223.139   219.583 0   N
PQ2012    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   8820.00   8005.00   224.028   203.327 90  N
PQ2013    PH8230E_S_POWPAK_5P_203X242_C_2/ON_UBIQ_NXP S_POWPAK_5P_203X242_COLA_NS   9020.00   8645.00   229.108   219.583 0   N
PQ2014    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   8820.00   8285.00   224.028   210.439 90  N
PQ2017    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            8670.00   5555.00   220.218   141.097 270 N
PQ2200    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            8670.00   4655.00   220.218   118.237 270 N
PQ2201    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            8670.00   4890.00   220.218   124.206 270 N
PQ2207    UM6K1N_NB_MBS_SOT363_NXP__2N700/2N7002KDW MBS_SOT363_NXP       8065.00   9130.00   204.851   231.902 270 N
PQ3011    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   9049.00   2745.00   229.845    69.723 0   N
PQ3012    PH8230E_S_POWPAK_5P_203X242_COL/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_COLY   9020.00   2405.00   229.108    61.087 270 N
PQ3015    UM6K1N_NB_MBS_SOT363_NXP__2N700/2N7002KDW MBS_SOT363_NXP       8395.00   2755.00   213.233    69.977 90  N
PQ3101    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            8040.00    675.00   204.216    17.145 270 N
PQ3102    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            8170.00    675.00   207.518    17.145 270 N
PQ4001    PH8230E_S_POWPAK_5P_203X242_SHA/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_SHAR   8990.00   6340.00   228.346   161.036 90  N
PQ4002    P_MOS_TO252_MBS_TO252_LF3_EMB20/EMB20P03A MBS_TO252_LF3        8990.00   5485.00   228.346   139.319 90  N
PQ4003    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            9020.00   6585.00   229.108   167.259 90  N
PQ4004    PNP_SOT23_MBS_SOT23_PMBS3906/PMBS3906 MBS_SOT23            8990.00   5095.00   228.346   129.413 270 N
PQ4005    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            8435.00   9375.00   214.249   238.125 270 N
PQ4006    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            7810.00   9165.00   198.374   232.791 270 N
PQ4007    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            9020.00   6835.00   229.108   173.609 90  N
PQ4008    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            9120.00   5095.00   231.648   129.413 270 N
PQ4009    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            7940.00   9375.00   201.676   238.125 270 N
PQ4500    PH8230E_S_POWPAK_5P_203X242_SHA/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_SHAR   9310.00   8560.00   236.474   217.424 90  N
PQ4501    P_MOS_TO252_MBS_TO252_LF3_EMB20/EMB20P03A MBS_TO252_LF3        9290.00   7995.00   235.966   203.073 90  N
PQ4502    PNP_SOT23_MBS_SOT23_PMBS3906/PMBS3906 MBS_SOT23            7035.00   9315.00   178.689   236.601 270 N
PQ4503    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            9045.00   9375.00   229.743   238.125 270 N
PQ4504    P_MOS_SOT23_MBS_SOT23_AP2301GN/AP2301GN MBS_SOT23            7750.00   3295.00   196.850    83.693 270 N
PQ4505    NPN_SOT23_MBS_SOT23_DISCRETE_PM/PMBS3904 MBS_SOT23            7620.00   3295.00   193.548    83.693 270 N
PQ4506    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            6905.00   9315.00   175.387   236.601 270 N
PQ4507    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            7425.00   9315.00   188.595   236.601 270 N
PQ4508    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            7555.00   9165.00   191.897   232.791 270 N
PQ4509    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            8915.00   9375.00   226.441   238.125 270 N
PQ4510    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            8195.00   9375.00   208.153   238.125 270 N
PQ4511    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            8067.00   9375.00   204.902   238.125 270 N
PQ4512    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            7555.00   9315.00   191.897   236.601 270 N
PQ4600    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            7165.00   9315.00   181.991   236.601 270 N
PQ4601    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            7295.00   9315.00   185.293   236.601 270 N
PQ5000    UM6K1N_NB_MBS_SOT363_NXP__2N700/2N7002KDW MBS_SOT363_NXP       2470.00   4600.00    62.738   116.840 90  N
PQ5002    UM6K1N_NB_MBS_SOT363_NXP__2N700/2N7002KDW MBS_SOT363_NXP       2310.00   4600.00    58.674   116.840 270 N
PQ5003    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            2695.00   4320.00    68.453   109.728 270 N
PQ5004    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            2430.00   4480.00    61.722   113.792 270 N
PQ5005    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            2430.00   4320.00    61.722   109.728 270 N
PQ5006    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            2825.00   4320.00    71.755   109.728 270 N
PQ5010    NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            2955.00   4320.00    75.057   109.728 270 N
PQ5011    N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            2825.00   4480.00    71.755   113.792 270 N
PR1000    R_MBS_R0603_DISCRETE_1OHM/1Ohm MBS_R0603            5620.00   8336.00   142.748   211.734 0   N
PR1001    R_MBS_R0603_DISCRETE_1OHM/1Ohm MBS_R0603            5620.00   8386.00   142.748   213.004 0   N
PR1002    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5710.00   8576.00   145.034   217.830 0   N
PR1003    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            5270.00   8251.00   133.858   209.575 270 N
PR1006    R_MBS_R0402_DISCRETE_10KOHM/10KOhm MBS_R0402            5160.00   8436.00   131.064   214.274 90  N
PR1007    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5620.00   8626.00   142.748   219.100 0   N
PR1008    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5530.00   8656.00   140.462   219.862 180 N
PR1009    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            5620.00   8697.00   142.748   220.904 180 N
PR1010    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            5620.00   8571.00   142.748   217.703 0   N
PR1011    R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            5620.00   8536.00   142.748   216.814 0   N
PR1012    R_MBS_R0402__110OHM/110Ohm MBS_R0402            5710.00   8771.00   145.034   222.783 180 N
PR1013    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5620.00   8501.00   142.748   215.925 0   N
PR1014    R_MBS_R0402_DISCRETE_10OHM/10Ohm MBS_R0402            5530.00   8736.00   140.462   221.894 180 N
PR1015    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            5530.00   8771.00   140.462   222.783 180 N
PR1016    R_MBS_R0402_49.9OHM/49.9Ohm MBS_R0402            5530.00   8806.00   140.462   223.672 180 N
PR1017    R_MBS_R0402__75OHM/75Ohm MBS_R0402            5530.00   8841.00   140.462   224.561 180 N
PR1018    R_MBS_R0402_100OHM/100Ohm MBS_R0402            5710.00   8736.00   145.034   221.894 0   N
PR1020    R_MBS_R0402_DISCRETE_45.3OHM/45.3Ohm MBS_R0402            5710.00   8806.00   145.034   223.672 0   N
PR1021    R_MBS_R0402__1KOHM/1KOhm MBS_R0402            5620.00   8841.00   142.748   224.561 180 N
PR1022    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5325.00   9086.00   135.255   230.784 90  N
PR1023    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5360.00   9086.00   136.144   230.784 90  N
PR1024    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5395.00   9086.00   137.033   230.784 90  N
PR1025    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5430.00   9086.00   137.922   230.784 270 N
PR1026    R_MBS_R0402__10KOHM/10KOhm MBS_R0402            5430.00   9011.00   137.922   228.879 270 N
PR1028    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2880.00   4535.00    73.152   115.189 0   N
PR1029    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            2830.00   4620.00    71.882   117.348 180 N
